id	tahunke1	tahunke2	idx
2193	2020	2024	3.81
2194	2020	2024	3.54
2195	2020	2024	3.01
2196	2020	2024	3.12
2197	2020	2024	3.7
2198	2020	2024	3.5
2199	2020	2024	3.44
2200	2020	2024	3.69
2201	2020	2024	3.64
2202	2020	2024	3.83
2203	2020	2024	3.54
2204	2020	2024	3.07
2205	2020	2024	3.72
2206	2020	2024	3.78
2207	2020	2024	3.35
2208	2020	2024	3.62
2209	2020	2024	3.63
2210	2020	2024	2.95
2211	2020	2024	3.56
2212	2020	2024	3.72
2213	2020	2024	3.62
2214	2020	2024	3.25
2215	2020	2024	3.81
2216	2020	2024	3.62
2217	2020	2024	3.23
2218	2020	2024	3.75
2219	2020	2024	3.56
2220	2020	2024	3.54
2221	2020	2024	3.55
2222	2020	2024	3.4
2223	2020	2024	3.68
2224	2020	2024	3.4
2225	2020	2024	3.63
2226	2020	2024	3.5
2227	2020	2024	3.54
2228	2020	2024	3.75
2229	2020	2024	3.61
2230	2020	2024	3.59
2231	2020	2024	3.8
2232	2020	2024	3.78
2233	2020	2024	3.76
2234	2020	2024	3.5
2235	2020	2024	3.68
2236	2020	2024	3.72
2237	2020	2024	3.48
2238	2020	2024	3.6
2239	2020	2024	3.52
2240	2020	2024	3.52
2241	2020	2024	3.36
2242	2020	2024	3.7
2243	2020	2024	3.79
2244	2020	2024	3.32
2245	2020	2024	3.34
2246	2020	2024	3.72
2247	2020	2024	3.5
2248	2020	2024	3.62
2249	2020	2024	3.29
2250	2020	2024	3.75
2251	2020	2024	3.7
2252	2020	2024	3.46
2253	2020	2024	3.39
2254	2020	2024	3.79
2255	2020	2024	3.76
2256	2020	2024	3.6
2257	2020	2024	3.08
2258	2020	2024	3.39
2259	2020	2024	3.43
2260	2020	2024	3.39
2261	2020	2024	3.72
2262	2020	2024	3.29
2263	2020	2024	3.28
2264	2020	2024	3.08
2265	2020	2024	3.75
2266	2020	2024	2.99
2267	2020	2024	3.83
2268	2020	2024	3.4
2269	2020	2024	3.21
2270	2020	2024	3.36
2271	2020	2024	3.32
2272	2020	2024	3.75
2273	2020	2024	3.47
2274	2020	2024	3.26
2275	2020	2024	3.36
2276	2020	2024	3.74
2277	2020	2024	3.44
2278	2020	2024	3.26
2279	2020	2024	2.93
2280	2020	2024	3.91
2281	2020	2024	3.55
2282	2020	2024	3.48
2283	2020	2024	3.67
2284	2020	2024	3.79
2285	2020	2024	3.7
2286	2020	2024	3.41
2287	2020	2024	3.54
2288	2020	2024	3.36
2289	2020	2024	3.79
2290	2020	2024	3.59
2291	2020	2024	3.08
2292	2020	2024	3.85
2293	2020	2024	3.46
2294	2020	2024	3.26
2295	2020	2024	3.74
2296	2020	2024	3.78
2297	2020	2024	3.62
2298	2020	2024	3.78
2299	2020	2024	3.75
2300	2020	2024	3.75
2301	2021	2024	3.59
2302	2021	2024	3.28
2303	2022	2024	3.79
2304	2023	2024	2.91
2305	2023	2024	2.91
2306	2018	2025	3.07
2307	2018	2025	3.43
2308	2018	2025	3.13
2309	2018	2025	3.32
2310	2018	2025	3.43
2311	2018	2025	2.69
2312	2018	2025	2.99
2313	2018	2025	2.74
2314	2018	2025	2.47
2315	2018	2025	3.38
2316	2018	2025	2.8
2317	2018	2025	2.55
2318	2018	2025	2.81
2319	2018	2025	3.11
2320	2018	2025	3.69
2321	2018	2025	2.89
2322	2018	2025	3.3
2323	2018	2025	3.07
2324	2018	2025	3.01
2325	2018	2025	2.43
2326	2018	2025	2.94
2327	2018	2025	2.96
2328	2018	2025	3.02
2329	2018	2025	2.86
2330	2018	2025	2.86
2331	2018	2025	3.01
2332	2018	2025	3
2333	2018	2025	3.59
2334	2019	2025	2.46
2335	2019	2025	2.8
2336	2019	2025	3.09
2337	2019	2025	2.83
2338	2019	2025	3.12
2339	2019	2025	3.19
2340	2019	2025	3.5
2341	2019	2025	3.29
2342	2019	2025	3.21
2343	2019	2025	2.76
2344	2019	2025	3.49
2345	2019	2025	3.56
2346	2019	2025	2.7
2347	2019	2025	3.37
2348	2019	2025	3.42
2349	2019	2025	3.28
2350	2019	2025	3.26
2351	2019	2025	2.77
2352	2019	2025	3.15
2353	2020	2025	3.09
2354	2020	2025	3.11
2355	2020	2025	3.36
2356	2020	2025	2.69
2357	2020	2025	3.15
2358	2020	2025	3.36
2359	2020	2025	3.15
2360	2020	2025	3.04
2361	2020	2025	3.26
2362	2020	2025	2.79
2363	2020	2025	3.28
2364	2020	2025	3.16
2365	2020	2025	3.17
2366	2020	2025	3.56
2367	2020	2025	3.15
2368	2020	2025	3.45
2369	2020	2025	3.26
2370	2020	2025	3.28
2371	2020	2025	3.32
2372	2020	2025	3.4
2373	2020	2025	3.39
2374	2020	2025	3.08
2375	2020	2025	3.17
2376	2020	2025	3.27
2377	2020	2025	3.18
2378	2020	2025	2.79
2379	2020	2025	3.42
2380	2020	2025	3.01
2381	2020	2025	3.32
2382	2020	2025	3.51
2383	2020	2025	2.91
2384	2020	2025	2.75
2385	2020	2025	3.62
2386	2020	2025	3.17
2387	2020	2025	3.6
2388	2020	2025	3.19
2389	2020	2025	3.53
2390	2020	2025	3.17
2391	2020	2025	3.35
2392	2020	2025	3.46
2393	2020	2025	3.52
2394	2020	2025	3.68
2395	2020	2025	3.62
2396	2020	2025	3.63
2397	2020	2025	2.95
2398	2020	2025	3.26
2399	2020	2025	3.33
2400	2020	2025	3.44
2401	2020	2025	3.28
2402	2020	2025	3.56
2403	2020	2025	3.19
2404	2020	2025	3.76
2405	2020	2025	3.48
2406	2020	2025	3.56
2407	2020	2025	3.28
2408	2020	2025	2.88
2409	2020	2025	3.38
2410	2020	2025	3.46
2411	2020	2025	3.34
2412	2020	2025	3.53
2413	2020	2025	3.46
2414	2020	2025	3.33
2415	2020	2025	3.64
2416	2020	2025	3.35
2417	2020	2025	3.4
2418	2020	2025	3.21
2419	2020	2025	3.48
2420	2020	2025	3.3
2421	2020	2025	2.95
2422	2020	2025	2.84
2423	2020	2025	3.35
2424	2020	2025	3
2425	2020	2025	3.18
2426	2020	2025	3.07
2427	2020	2025	3.32
2428	2020	2025	3
2429	2022	2025	3.03
2430	2022	2025	3.26
2431	2023	2025	3.39
